Parcel,Code,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24
BLK093,CORA5,0,,0,,0,,0,,0,,0,,0,,1,,,,,,,,,
BLK093,NIOC2,0,,0,,0,,0,,1,,0,,0,,0,,,,,,,,,
BLK093,PYRA,0,,1,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK093,ASLE8,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK093,ATPA3,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK093,CLPL2,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK093,POSEJ,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK094,SPAI,0,,0,,3,,7,,14,,14,,13,,9,,22,,,,,,,
BLK094,ARTRT,12,,14,,17,,9,,3,,1,,0,,0,,0,,,,,,,
BLK094,ATTO,0,,0,,0,,0,,14,,0,,12,,9,,10,,,,,,,
BLK094,DISP,0,,0,,0,,0,,0,,3,,3,,9,,7,,,,,,,
BLK094,GLLE3,0,,1,,6,,0,,2,,0,,0,,0,,0,,,,,,,
BLK094,SAEX,0,,9,,0,,0,,0,,0,,0,,0,,0,,,,,,,
BLK094,ERNA10,0,,0,,0,,0,,0,,1,,4,,2,,0,,,,,,,
BLK094,ARLU,0,,0,,0,,2,,0,,0,,0,,0,,0,,,,,,,
BLK094,JUBA,0,,0,,0,,0,,0,,2,,0,,0,,0,,,,,,,
BLK094,CAREX,0,,1,,0,,0,,0,,0,,0,,0,,0,,,,,,,
BLK094,ELCI2,0,,0,,0,,0,,0,,0,,0,,1,,0,,,,,,,
BLK094,LELA2,0,,1,,0,,0,,0,,0,,0,,0,,0,,,,,,,
BLK094,MAVU,0,,1,,0,,0,,0,,0,,0,,0,,0,,,,,,,
BLK094,STPA4,1,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
BLK094,ASFA,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
BLK095,SPAI,4,,16,,,,10,,15,,,,,,,,,,,,,,,
BLK095,ERNA10,0,,2,,,,11,,0,,,,,,,,,,,,,,,
BLK095,DISP,0,,1,,,,0,,3,,,,,,,,,,,,,,,
BLK095,SAVE4,0,,4,,,,0,,0,,,,,,,,,,,,,,,
BLK095,ATCO,2,,0,,,,1,,0,,,,,,,,,,,,,,,
BLK095,ATTO,0,,0,,,,3,,0,,,,,,,,,,,,,,,
BLK095,STPA4,0,,1,,,,2,,0,,,,,,,,,,,,,,,
BLK095,ARTRT,2,,0,,,,0,,0,,,,,,,,,,,,,,,
BLK095,ARCA6,0,,0,,,,0,,0,,,,,,,,,,,,,,,
BLK096,SPAI,8,,12,,10,,6,,,,,,,,,,,,,,,,,
BLK096,SATR12,4,,3,,0,,1,,,,,,,,,,,,,,,,,
BLK096,ARTRT,0,,0,,5,,0,,,,,,,,,,,,,,,,,
BLK096,SAVE4,5,,0,,0,,0,,,,,,,,,,,,,,,,,
BLK096,ERNA10,0,,0,,3,,0,,,,,,,,,,,,,,,,,
BLK096,ERBR7,0,,0,,0,,1,,,,,,,,,,,,,,,,,
BLK096,ACHY,0,,0,,0,,0,,,,,,,,,,,,,,,,,
BLK096,ATCA2,0,,0,,0,,0,,,,,,,,,,,,,,,,,
BLK096,ERBA7,0,,0,,0,,0,,,,,,,,,,,,,,,,,
BLK096,ERMA2,0,,0,,0,,0,,,,,,,,,,,,,,,,,
BLK096,PSARM,0,,0,,0,,0,,,,,,,,,,,,,,,,,
BLK099,SPAI,39,,18,,10,,23,,9,,52,,0,,10,,,,,,,,,
BLK099,GLLE3,0,,0,,4,,0,,20,,4,,78,,0,,,,,,,,,
BLK099,DISP,3,,17,,12,,10,,4,,7,,4,,0,,,,,,,,,
BLK099,ATTO,3,,7,,15,,0,,11,,0,,0,,0,,,,,,,,,
BLK099,ERNA10,0,,3,,4,,7,,4,,1,,0,,2,,,,,,,,,
BLK099,ELTR3,0,,0,,0,,0,,0,,0,,16,,0,,,,,,,,,
BLK099,HECU3,0,,0,,0,,0,,11,,0,,0,,0,,,,,,,,,
BLK099,JUBA,2,,2,,0,,0,,4,,1,,0,,0,,,,,,,,,
BLK099,ARCA6,0,,0,,0,,0,,0,,2,,0,,0,,,,,,,,,
BLK099,JUME4,2,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK099,BAHY,0,,0,,0,,0,,0,,0,,1,,0,,,,,,,,,
BLK099,MALE3,0,,0,,0,,0,,0,,0,,1,,0,,,,,,,,,
BLK099,PYRA,0,,0,,0,,1,,0,,0,,0,,0,,,,,,,,,
BLK099,STPA4,0,,0,,0,,0,,0,,0,,0,,1,,,,,,,,,
BLK099,CLPL2,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK099,NIOC2,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK099,SAVE4,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK099,SUNI,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK115,DISP,2,,5,,3,,0,,0,,25,,17,,4,,8,,,,,,,
BLK115,SPAI,19,,16,,0,,7,,5,,4,,0,,12,,0,,,,,,,
BLK115,JUBA,0,,0,,0,,1,,0,,0,,1,,6,,0,,,,,,,
BLK115,ATCO,1,,1,,2,,0,,1,,0,,0,,0,,2,,,,,,,
BLK115,ERNA10,2,,0,,0,,2,,0,,0,,0,,0,,0,,,,,,,
BLK115,GLLE3,3,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
BLK115,STEPH,0,,0,,0,,3,,0,,0,,0,,0,,0,,,,,,,
BLK115,SAVE4,0,,1,,0,,0,,1,,0,,0,,0,,0,,,,,,,
BLK115,SEVE2,0,,0,,0,,0,,0,,2,,0,,0,,0,,,,,,,
BLK115,SUNI,0,,2,,0,,0,,0,,0,,0,,0,,0,,,,,,,
BLK115,ARCA6,0,,0,,0,,0,,0,,0,,0,,0,,1,,,,,,,
BLK115,ATPA3,0,,0,,1,,0,,0,,0,,0,,0,,0,,,,,,,
BLK115,TARA,0,,0,,0,,0,,0,,1,,0,,0,,0,,,,,,,
BLK142,ATTO,19,,1,,0,,15,,2,,13,,11,,4,,,,,,,,,
BLK142,SPAI,9,,0,,0,,2,,5,,8,,2,,0,,,,,,,,,
BLK142,SAVE4,0,,3,,12,,0,,3,,0,,7,,0,,,,,,,,,
BLK142,DISP,7,,0,,0,,3,,3,,0,,0,,6,,,,,,,,,
BLK142,ATCO,0,,0,,4,,0,,0,,0,,2,,4,,,,,,,,,
BLK142,ERNA10,1,,0,,0,,4,,0,,1,,0,,1,,,,,,,,,
BLK142,SUNI,0,,1,,4,,0,,0,,0,,0,,0,,,,,,,,,
BLK142,STEPH,0,,0,,0,,0,,1,,0,,0,,0,,,,,,,,,
BLK143,DISP,11,,58,,44,,32,,,,,,,,,,,,,,,,,
BLK143,SPAI,27,,0,,10,,0,,,,,,,,,,,,,,,,,
BLK143,ATTO,18,,1,,4,,6,,,,,,,,,,,,,,,,,
BLK143,PHAU7,4,,0,,0,,0,,,,,,,,,,,,,,,,,
BLK143,ERNA10,2,,0,,0,,0,,,,,,,,,,,,,,,,,
BLK143,SAVE4,0,,0,,2,,0,,,,,,,,,,,,,,,,,
FSL044,SPAI,0,,20,,8,,,,,,,,,,,,,,,,,,,
FSL044,DISP,11,,9,,6,,,,,,,,,,,,,,,,,,,
FSL044,GLLE3,1,,1,,14,,,,,,,,,,,,,,,,,,,
FSL044,ATTO,2,,1,,3,,,,,,,,,,,,,,,,,,,
FSL044,JUBA,0,,0,,4,,,,,,,,,,,,,,,,,,,
FSL044,BAHY,0,,1,,1,,,,,,,,,,,,,,,,,,,
FSL044,ERNA10,1,,1,,0,,,,,,,,,,,,,,,,,,,
FSL044,LELA2,0,,0,,0,,,,,,,,,,,,,,,,,,,
FSL048,SPAI,16,,15,,0,,0,,0,,27,,25,,19,,5,,27,,,,,
FSL048,DISP,10,,2,,30,,13,,28,,2,,3,,1,,15,,3,,,,,
FSL048,ERNA10,1,,0,,20,,9,,1,,2,,6,,9,,3,,9,,,,,
FSL048,ATTO,2,,2,,0,,0,,0,,15,,6,,0,,3,,0,,,,,
FSL048,JUBA,6,,0,,0,,1,,5,,0,,0,,0,,5,,0,,,,,
FSL048,LELA2,0,,0,,1,,0,,0,,0,,0,,0,,0,,6,,,,,
FSL048,IVAX,0,,0,,1,,2,,0,,0,,0,,2,,0,,1,,,,,
FSL048,ALOC2,0,,0,,0,,1,,3,,0,,0,,0,,0,,0,,,,,
FSL048,ELTR3,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,,,,
FSL048,GLLE3,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,,,,
FSL048,ASLE8,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,,,,
FSL048,BAHY,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,,,,
FSL048,MEAL2,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,,,,
FSL048,SAVE4,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,,,,
FSL048,ARCA6,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,
FSL048,CLOB,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,
FSL048,PYRA,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,
FSL051,DISP,4,,67,,27,,31,,,,,,,,,,,,,,,,,
FSL051,SAEX,50,,0,,2,,0,,,,,,,,,,,,,,,,,
FSL051,ATTO,0,,3,,5,,13,,,,,,,,,,,,,,,,,
FSL051,ELTR3,13,,1,,1,,0,,,,,,,,,,,,,,,,,
FSL051,ROWO,6,,0,,5,,2,,,,,,,,,,,,,,,,,
FSL051,LELA2,9,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL051,ELRO2,0,,0,,0,,8,,,,,,,,,,,,,,,,,
FSL051,ELPA3,0,,0,,0,,7,,,,,,,,,,,,,,,,,
FSL051,GLLE3,0,,7,,0,,0,,,,,,,,,,,,,,,,,
FSL051,TYDO,0,,0,,4,,3,,,,,,,,,,,,,,,,,
FSL051,ATRO,0,,0,,3,,3,,,,,,,,,,,,,,,,,
FSL051,ERNA10,0,,0,,4,,0,,,,,,,,,,,,,,,,,
FSL051,JUBA,0,,0,,4,,0,,,,,,,,,,,,,,,,,
FSL051,SCAC3,4,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL051,MUAS,0,,0,,0,,3,,,,,,,,,,,,,,,,,
FSL051,EPILO,1,,0,,1,,0,,,,,,,,,,,,,,,,,
FSL051,JUME4,0,,0,,0,,2,,,,,,,,,,,,,,,,,
FSL051,POMO5,0,,0,,0,,2,,,,,,,,,,,,,,,,,
FSL051,SYAS3,0,,0,,0,,2,,,,,,,,,,,,,,,,,
FSL051,ZEEX,0,,0,,1,,1,,,,,,,,,,,,,,,,,
FSL051,ASFA,1,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL051,BAHY,0,,0,,0,,1,,,,,,,,,,,,,,,,,
FSL051,SALA3,0,,0,,1,,0,,,,,,,,,,,,,,,,,
FSL051,SUNI,0,,0,,0,,1,,,,,,,,,,,,,,,,,
FSL051,JUTO,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL051,POFR2,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL051,TARA,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL053,DISP,2,,51,,10,,39,,,,,,,,,,,,,,,,,
FSL053,ATTO,5,,0,,17,,0,,,,,,,,,,,,,,,,,
FSL053,SPAI,8,,2,,3,,0,,,,,,,,,,,,,,,,,
FSL053,GLLE3,5,,1,,2,,0,,,,,,,,,,,,,,,,,
FSL053,JUBA,0,,0,,0,,8,,,,,,,,,,,,,,,,,
FSL053,SAEX,0,,0,,1,,7,,,,,,,,,,,,,,,,,
FSL053,ELTR3,0,,0,,0,,5,,,,,,,,,,,,,,,,,
FSL053,ERNA10,3,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL053,BAHY,1,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL053,JUME4,0,,0,,0,,1,,,,,,,,,,,,,,,,,
FSL053,TYPHA,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL054,ELTR3,12,,0,,11,,10,,29,,26,,24,,5,,17,,,,,,,
FSL054,DISP,7,,20,,0,,2,,1,,18,,4,,4,,17,,,,,,,
FSL054,ANCA10,48,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL054,SPAI,0,,0,,0,,0,,1,,0,,3,,13,,7,,,,,,,
FSL054,GLLE3,1,,1,,0,,0,,1,,0,,6,,9,,3,,,,,,,
FSL054,ELEOC,10,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL054,APCA,0,,0,,0,,0,,0,,8,,0,,0,,0,,,,,,,
FSL054,LELA2,1,,0,,0,,1,,1,,3,,1,,0,,0,,,,,,,
FSL054,JUBA,2,,0,,0,,0,,1,,0,,0,,0,,2,,,,,,,
FSL054,ATTO,0,,3,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL054,PYRA,0,,0,,0,,0,,0,,0,,0,,0,,3,,,,,,,
FSL054,SAEX,0,,1,,2,,0,,0,,0,,0,,0,,0,,,,,,,
FSL054,BAHY,0,,2,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL054,HEAN3,1,,0,,0,,0,,0,,1,,0,,0,,0,,,,,,,
FSL054,SCAC3,2,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL054,CYDA,0,,0,,0,,0,,0,,0,,0,,1,,0,,,,,,,
FSL054,ERBA7,0,,0,,1,,0,,0,,0,,0,,0,,0,,,,,,,
FSL054,JUME4,0,,0,,0,,0,,0,,0,,0,,0,,1,,,,,,,
FSL054,POLYG4,0,,0,,0,,0,,0,,1,,0,,0,,0,,,,,,,
FSL054,TYPHA,1,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL064,SPAI,17,,14,,9,,22,,15,,24,,9,,7,,,,,,,,,
FSL064,DISP,14,,22,,8,,4,,6,,3,,17,,9,,,,,,,,,
FSL064,ATTO,6,,6,,3,,7,,1,,2,,1,,0,,,,,,,,,
FSL064,GLLE3,1,,2,,3,,8,,3,,0,,0,,5,,,,,,,,,
FSL064,ERNA10,3,,3,,7,,2,,2,,0,,0,,2,,,,,,,,,
FSL064,ELTR3,0,,0,,0,,1,,0,,14,,2,,1,,,,,,,,,
FSL064,JUBA,0,,0,,0,,0,,0,,4,,0,,0,,,,,,,,,
FSL064,CHMAC,0,,0,,0,,0,,0,,0,,0,,1,,,,,,,,,
FSL064,JUME4,0,,0,,0,,1,,0,,0,,0,,0,,,,,,,,,
FSL064,BAHY,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
FSL064,LELA2,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
FSL065,SPAI,2,,2,,6,,19,,9,,1,,,,,,,,,,,,,
FSL065,ERNA10,5,,7,,2,,2,,5,,0,,,,,,,,,,,,,
FSL065,ATTO,0,,7,,0,,1,,0,,7,,,,,,,,,,,,,
FSL065,GLLE3,0,,2,,6,,0,,0,,0,,,,,,,,,,,,,
FSL065,DISP,3,,4,,0,,0,,0,,0,,,,,,,,,,,,,
FSL116,ATTO,19,,,,8,,29,,15,,18,,9,,,,,,,,,,,
FSL116,DISP,12,,,,23,,3,,2,,20,,6,,,,,,,,,,,
FSL116,ELTR3,1,,,,2,,6,,0,,15,,35,,,,,,,,,,,
FSL116,ERNA10,14,,,,4,,8,,5,,7,,0,,,,,,,,,,,
FSL116,SPAI,0,,,,7,,7,,1,,0,,0,,,,,,,,,,,
FSL116,ROWO,0,,,,0,,0,,0,,0,,12,,,,,,,,,,,
FSL116,SAEX,0,,,,0,,0,,0,,0,,9,,,,,,,,,,,
FSL116,CAREX,0,,,,0,,0,,0,,7,,1,,,,,,,,,,,
FSL116,GLLE3,2,,,,0,,0,,0,,0,,5,,,,,,,,,,,
FSL116,JUBA,5,,,,0,,1,,0,,0,,0,,,,,,,,,,,
FSL116,JUME4,3,,,,0,,0,,0,,1,,1,,,,,,,,,,,
FSL116,ANCA10,2,,,,0,,0,,1,,0,,0,,,,,,,,,,,
FSL116,MUAS,0,,,,1,,0,,0,,0,,0,,,,,,,,,,,
FSL116,SALA3,0,,,,0,,0,,0,,0,,1,,,,,,,,,,,
FSL116,LELA2,0,,,,0,,0,,0,,0,,0,,,,,,,,,,,
FSL118,ERNA10,7,,3,,1,,4,,12,,,,,,,,,,,,,,,
FSL118,DISP,19,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL118,ATTO,3,,0,,0,,7,,4,,,,,,,,,,,,,,,
FSL118,SPAI,10,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL118,SAVE4,5,,4,,0,,0,,0,,,,,,,,,,,,,,,
FSL118,ARTRT,0,,0,,7,,0,,0,,,,,,,,,,,,,,,
FSL118,ATCA2,0,,4,,0,,0,,0,,,,,,,,,,,,,,,
FSL118,LELA2,0,,0,,0,,4,,0,,,,,,,,,,,,,,,
FSL118,SATR12,0,,0,,1,,2,,0,,,,,,,,,,,,,,,
FSL118,MUAS,2,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL118,ATCO,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL118,ERBA7,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL118,GRSP,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL118,POFR2,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL118,SALA3,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL120,DISP,6,,25,,16,,31,,4,,17,,46,,44,,0,,,,,,,
FSL120,SPAI,3,,2,,25,,0,,37,,13,,5,,11,,0,,,,,,,
FSL120,ERNA10,6,,3,,8,,0,,2,,10,,0,,0,,0,,,,,,,
FSL120,ATTO,23,,0,,1,,0,,0,,1,,1,,1,,0,,,,,,,
FSL120,JUBA,0,,4,,1,,7,,4,,0,,0,,0,,3,,,,,,,
FSL120,ELTR3,0,,4,,2,,0,,4,,4,,0,,0,,1,,,,,,,
FSL120,CYDA,0,,0,,0,,0,,7,,0,,0,,0,,0,,,,,,,
FSL120,JUME4,0,,0,,0,,3,,1,,0,,0,,0,,0,,,,,,,
FSL120,MUAS,2,,0,,1,,0,,1,,0,,0,,0,,0,,,,,,,
FSL120,CAREX,0,,0,,0,,2,,0,,0,,0,,0,,0,,,,,,,
FSL120,LELA2,0,,0,,0,,0,,0,,2,,0,,0,,0,,,,,,,
FSL120,LOCO6,0,,1,,0,,0,,1,,0,,0,,0,,0,,,,,,,
FSL120,HECU3,0,,0,,0,,0,,0,,0,,0,,0,,1,,,,,,,
FSL120,CIMO,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL120,HEAN3,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL120,LACO13,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL120,POFR2,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL120,POMO5,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL120,PYRA,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL120,ROWO,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL120,SAEX,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL120,SYAS3,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL120,TARA,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,
FSL123,DISP,14,,19,,0,,21,,,,,,,,,,,,,,,,,
FSL123,ELTR3,35,,5,,0,,5,,,,,,,,,,,,,,,,,
FSL123,SPAI,0,,20,,0,,17,,,,,,,,,,,,,,,,,
FSL123,GLLE3,5,,3,,0,,14,,,,,,,,,,,,,,,,,
FSL123,ATTO,0,,0,,14,,0,,,,,,,,,,,,,,,,,
FSL123,ERNA10,0,,1,,10,,0,,,,,,,,,,,,,,,,,
FSL123,JUBA,0,,2,,0,,3,,,,,,,,,,,,,,,,,
FSL123,LELA2,0,,1,,0,,1,,,,,,,,,,,,,,,,,
FSL123,BAHY,1,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL123,SAVE4,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL124,DISP,2,,49,,29,,19,,13,,,,,,,,,,,,,,,
FSL124,ELTR3,1,,10,,3,,33,,17,,,,,,,,,,,,,,,
FSL124,SPAI,1,,0,,11,,0,,4,,,,,,,,,,,,,,,
FSL124,GLLE3,0,,0,,3,,1,,4,,,,,,,,,,,,,,,
FSL124,BAHY,0,,0,,6,,0,,0,,,,,,,,,,,,,,,
FSL124,LELA2,4,,0,,0,,0,,1,,,,,,,,,,,,,,,
FSL124,JUBA,0,,0,,3,,0,,0,,,,,,,,,,,,,,,
FSL124,ATTO,0,,0,,2,,0,,0,,,,,,,,,,,,,,,
FSL124,SATR12,0,,0,,2,,0,,0,,,,,,,,,,,,,,,
FSL124,ERNA10,0,,0,,0,,0,,1,,,,,,,,,,,,,,,
FSL125,ELTR3,10,,36,,,,,,,,,,,,,,,,,,,,,
FSL125,DISP,19,,21,,,,,,,,,,,,,,,,,,,,,
FSL125,GLLE3,6,,0,,,,,,,,,,,,,,,,,,,,,
FSL125,SPAI,1,,0,,,,,,,,,,,,,,,,,,,,,
FSL126,SPAI,33,,3,,,,,,,,,,,,,,,,,,,,,
FSL126,DISP,18,,4,,,,,,,,,,,,,,,,,,,,,
FSL126,ELTR3,2,,9,,,,,,,,,,,,,,,,,,,,,
FSL126,GLLE3,0,,7,,,,,,,,,,,,,,,,,,,,,
FSL126,LELA2,1,,0,,,,,,,,,,,,,,,,,,,,,
FSL126,ATTO,0,,0,,,,,,,,,,,,,,,,,,,,,
FSL126,ERNA10,0,,0,,,,,,,,,,,,,,,,,,,,,
FSL126,ROWO,0,,0,,,,,,,,,,,,,,,,,,,,,
FSL126,SALA3,0,,0,,,,,,,,,,,,,,,,,,,,,
FSL128,SPAI,24,,44,,43,,3,,,,,,,,,,,,,,,,,
FSL128,ELTR3,11,,0,,0,,45,,,,,,,,,,,,,,,,,
FSL128,DISP,21,,2,,1,,16,,,,,,,,,,,,,,,,,
FSL128,GLLE3,1,,4,,4,,0,,,,,,,,,,,,,,,,,
FSL128,JUBA,2,,0,,1,,4,,,,,,,,,,,,,,,,,
FSL128,JUME4,2,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL128,LELA2,0,,0,,0,,1,,,,,,,,,,,,,,,,,
FSL128,APCA,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL128,ASOF,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL128,HEAN3,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL128,PYRA,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL128,ROWO,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL128,SAEX,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL129,DISP,30,,21,,14,,4,,1,,,,,,,,,,,,,,,
FSL129,ELTR3,3,,21,,24,,4,,1,,,,,,,,,,,,,,,
FSL129,SPAI,15,,2,,3,,19,,0,,,,,,,,,,,,,,,
FSL129,JUBA,1,,1,,2,,5,,0,,,,,,,,,,,,,,,
FSL129,ERNA10,0,,0,,1,,2,,5,,,,,,,,,,,,,,,
FSL129,SAEX,2,,0,,0,,0,,6,,,,,,,,,,,,,,,
FSL129,JUME4,0,,3,,0,,1,,0,,,,,,,,,,,,,,,
FSL129,LELA2,0,,1,,1,,2,,0,,,,,,,,,,,,,,,
FSL129,GLLE3,2,,0,,0,,1,,0,,,,,,,,,,,,,,,
FSL129,ROWO,0,,2,,0,,0,,0,,,,,,,,,,,,,,,
FSL129,CAREX,0,,0,,0,,1,,0,,,,,,,,,,,,,,,
FSL130,SPAI,22,,14,,14,,11,,17,,9,,,,,,,,,,,,,
FSL130,DISP,7,,19,,5,,7,,29,,13,,,,,,,,,,,,,
FSL130,ATTO,0,,3,,26,,0,,0,,0,,,,,,,,,,,,,
FSL130,ERNA10,0,,4,,2,,0,,0,,10,,,,,,,,,,,,,
FSL130,GLLE3,11,,5,,0,,0,,0,,0,,,,,,,,,,,,,
FSL130,ELTR3,11,,4,,0,,0,,0,,0,,,,,,,,,,,,,
FSL130,JUBA,2,,0,,0,,0,,5,,3,,,,,,,,,,,,,
FSL130,JUME4,0,,0,,0,,0,,3,,1,,,,,,,,,,,,,
FSL130,ASLE8,0,,0,,0,,2,,0,,1,,,,,,,,,,,,,
FSL130,BAHY,0,,0,,0,,1,,0,,0,,,,,,,,,,,,,
FSL130,LELA2,0,,1,,0,,0,,0,,0,,,,,,,,,,,,,
FSL138,ELTR3,8,,33,,20,,24,,21,,,,,,,,,,,,,,,
FSL138,DISP,2,,11,,24,,30,,37,,,,,,,,,,,,,,,
FSL138,SPAI,26,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL138,GLLE3,6,,0,,6,,4,,2,,,,,,,,,,,,,,,
FSL138,BAHY,0,,0,,0,,0,,16,,,,,,,,,,,,,,,
FSL138,JUBA,2,,3,,4,,1,,0,,,,,,,,,,,,,,,
FSL138,JUME4,1,,1,,2,,0,,0,,,,,,,,,,,,,,,
FSL138,HEAN3,0,,0,,0,,0,,3,,,,,,,,,,,,,,,
FSL138,LELA2,0,,0,,3,,0,,0,,,,,,,,,,,,,,,
FSL138,NIOC2,0,,0,,0,,0,,2,,,,,,,,,,,,,,,
FSL138,ATPR,0,,0,,0,,0,,1,,,,,,,,,,,,,,,
FSL138,CRRUH,0,,0,,1,,0,,0,,,,,,,,,,,,,,,
FSL138,PHAU7,0,,0,,0,,0,,1,,,,,,,,,,,,,,,
FSL138,ATTO,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL138,PYRA,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL138,SAEX,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL138,SICO2,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL166,SPAI,57,,20,,8,,47,,,,,,,,,,,,,,,,,
FSL166,DISP,6,,17,,15,,12,,,,,,,,,,,,,,,,,
FSL166,ELTR3,0,,30,,10,,1,,,,,,,,,,,,,,,,,
FSL166,GLLE3,0,,0,,11,,8,,,,,,,,,,,,,,,,,
FSL166,PYRA,0,,3,,2,,0,,,,,,,,,,,,,,,,,
FSL166,ATTO,0,,2,,0,,0,,,,,,,,,,,,,,,,,
FSL166,ATPR,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL166,BAHY,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL166,HEAN3,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL166,PHAU7,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL166,POFR2,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL166,ROWO,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL166,SAEX,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL166,SYAS3,0,,0,,0,,0,,,,,,,,,,,,,,,,,
FSL172,DISP,55,,12,,33,,58,,26,,,,,,,,,,,,,,,
FSL172,SAEX,22,,7,,14,,19,,19,,,,,,,,,,,,,,,
FSL172,ELTR3,7,,33,,14,,4,,18,,,,,,,,,,,,,,,
FSL172,ROWO,0,,13,,13,,0,,0,,,,,,,,,,,,,,,
FSL172,SPAI,3,,0,,0,,2,,8,,,,,,,,,,,,,,,
FSL172,HEAN3,1,,11,,0,,0,,0,,,,,,,,,,,,,,,
