Parcel,Year,NDVI_SUR,mean.ndwi.gr.nir,mean.ndwi.gr.swir1,mean.ndwi.nir.swir1,mean.tc.bright,mean.tc.wet,mean.tc.green,sd.ndvi,n,PPT,sd.ppt,n.month.ppt
BGP015,2007,0.3926043076923077,-0.4531474615384615,-0.390018,0.08143007692307692,0.47941084615384616,-0.16829769230769231,0.06525969230769231,0.025167569411131116,13,75.908094,4.889239036249478,12
BGP015,2008,0.46126075,-0.503821,-0.374504125,0.1671670625,0.452134125,-0.134888875,0.089274625,0.02301137818703319,16,181.365387,31.304389797979457,12
BGP015,2009,0.4208969166666667,-0.47245808333333333,-0.40113041666666666,0.09638066666666667,0.45514283333333333,-0.16380716666666667,0.058547,0.013819766334416764,12,94.310894,10.386603933671092,12
BGP015,2010,0.4671795625,-0.50669125,-0.40382625,0.1397880625,0.459070625,-0.151035,0.0878891875,0.017226032768143877,16,108.72310999999999,12.437516188420812,12
BGP015,2011,0.5008556875,-0.5273214375,-0.385741625,0.1882390625,0.4353204375,-0.124974875,0.0939895625,0.04463718875514563,16,274.57764,55.302841683326584,12
BGP015,2012,0.42987657142857144,-0.48651814285714284,-0.400933,0.11557014285714286,0.48293085714285716,-0.192008,0.03782942857142857,0.019111748584375542,7,89.330149,10.029462303725518,12
BGP015,2013,0.4082039333333334,-0.4627184,-0.38204446666666664,0.10835346666666666,0.5276792666666666,-0.12375106666666667,0.06362686666666667,0.04813381624546698,15,82.613645,8.105672123200176,12
BGP015,2014,0.3783004166666667,-0.43232116666666665,-0.36986925,0.08289008333333334,0.4878985,-0.13692916666666666,0.034741916666666664,0.06009015567001777,12,112.348268,10.611079726553461,12
BGP015,2015,0.40196916666666666,-0.451394,-0.3832798333333333,0.09371408333333334,0.4969004166666667,-0.11808166666666667,0.052534,0.03452746839529187,12,84.628356,7.254412862175634,12
BGP015,2016,0.4563544,-0.5030184666666667,-0.3909498,0.1514308,0.4906705333333333,-0.10581913333333333,0.08240853333333334,0.021419565534476045,15,173.000841,11.246766347772624,12
BGP015,2017,0.5754279166666667,-0.5759855,-0.3670205833333333,0.2729825,0.4162589166666667,-0.05198933333333333,0.11187925,0.049203770534488586,12,375.22062800000003,55.94437341098286,12
BGP015,2018,0.5025818571428572,-0.5300968571428571,-0.38448392857142855,0.19110342857142856,0.4532,-0.09048914285714285,0.08396342857142858,0.028780178301305633,14,115.444622,10.232579854853265,12
BGP015,2019,0.5333917857142857,-0.5581965714285715,-0.3658727857142857,0.2498864285714286,0.45103007142857143,-0.06138671428571429,0.11210657142857143,0.04203994824372603,14,238.011333,26.597898741286564,12
BGP015,2020,0.4384604285714286,-0.49891364285714285,-0.3828007857142857,0.15038528571428572,0.4955083571428571,-0.09065542857142857,0.08641428571428572,0.039758215235662614,14,79.60000000000001,8.965827379894206,12
BGP016,1984,0.6899765,-0.668317,-0.4422125,0.322952,0.416037,-0.071778,0.2143735,0.01855094640442908,2,146.442803,15.005114231153781,12
BGP016,1985,0.6187563333333334,-0.6139251666666667,-0.4282646666666667,0.25552016666666666,0.43289466666666665,-0.0950825,0.18897166666666668,0.04373045919112521,6,157.97,17.355224583375065,12
BGP016,1986,0.6734421428571429,-0.654687,-0.4623014285714286,0.27846642857142856,0.3958332857142857,-0.08332157142857143,0.19406057142857142,0.012472377699388023,7,229.589423,28.522189276975343,12
BGP016,1987,0.6217566666666667,-0.6202718333333334,-0.4397245,0.2537876666666667,0.43352666666666667,-0.0956855,0.192042,0.04125643577754464,6,74.96808300000001,6.869325112087731,12
BGP016,1988,0.5821855,-0.5890615,-0.4311628333333334,0.21716000000000002,0.42151,-0.0983995,0.16562966666666668,0.04731453338985813,6,166.837384,13.5146824287699,12
BGP016,1989,0.5483,-0.5716606666666667,-0.45468316666666664,0.1625025,0.4568081666666667,-0.13121183333333333,0.16534083333333333,0.035447327397139565,6,85.223351,7.948050134523303,12
BGP016,1990,0.6169693333333334,-0.6345566666666667,-0.44701466666666667,0.268545,0.4213503333333333,-0.08640766666666667,0.19167566666666666,0.01109290639703285,3,105.092756,10.413542232517228,12
BGP016,1991,0.5738388333333333,-0.593751,-0.40759100000000004,0.24973316666666667,0.43225583333333334,-0.09004916666666667,0.175001,0.012064318769274392,6,117.084366,25.89947324242437,12
BGP016,1992,0.46140983333333335,-0.4976758333333334,-0.3728111666666667,0.15795666666666666,0.44076733333333334,-0.1097805,0.12530816666666666,0.06105310322470649,6,130.972574,15.702378603722279,12
BGP016,1993,0.5355845,-0.5662566666666666,-0.38916066666666665,0.23068333333333332,0.420437,-0.0884735,0.152779,0.01607987958599191,6,217.56045600000002,26.226871984867483,12
BGP016,1994,0.54042675,-0.5584815,-0.38378975,0.22667600000000002,0.4077945,-0.090001625,0.145491,0.08913041313194633,8,98.324225,10.93763043517376,12
BGP016,1995,0.67202825,-0.65350975,-0.405742875,0.340277,0.376259125,-0.055401500000000006,0.18558550000000001,0.015853409617492382,8,226.089731,28.785892863323657,12
BGP016,1996,0.5887402857142857,-0.6002294285714286,-0.4243235714285714,0.2393242857142857,0.39505957142857145,-0.08419514285714286,0.15582585714285715,0.03416313137342794,7,150.130187,19.703185944623215,12
BGP016,1997,0.519997625,-0.54147075,-0.422289125,0.15756475,0.39678199999999997,-0.107065125,0.1268655,0.037751478059758516,8,187.942924,18.01559971809433,12
BGP016,1998,0.6126065714285714,-0.5911052857142857,-0.39405157142857145,0.26319057142857144,0.4046598571428571,-0.08155385714285715,0.16212885714285713,0.07911873340715447,7,291.027409,36.43391531553123,12
BGP016,1999,0.6601168666666667,-0.6504244666666666,-0.43409633333333336,0.30617373333333336,0.4152078,-0.09532986666666667,0.16365733333333335,0.028160508469604526,15,84.859902,7.957836735604967,12
BGP016,2000,0.5966721538461538,-0.6175162307692308,-0.4414963846153846,0.24842238461538463,0.4392636923076923,-0.12423484615384615,0.13497276923076923,0.02438715097767043,13,91.182255,13.069213826322914,12
BGP016,2001,0.5554386,-0.5767792,-0.437892,0.19281693333333333,0.4261548,-0.1280914,0.11930946666666667,0.020521374034336563,15,137.485856,16.735145790288563,12
BGP016,2002,0.492222,-0.534746076923077,-0.3957923076923077,0.18131923076923076,0.45859984615384614,-0.1398510769230769,0.09360976923076923,0.04347415081401821,13,50.624927,7.7253345526320025,12
BGP016,2003,0.5425505384615384,-0.555256,-0.3786916153846154,0.23413361538461538,0.39927107692307695,-0.096078,0.11370607692307692,0.1332767694971729,13,129.642559,13.831235689435584,12
BGP016,2004,0.5600490833333334,-0.580248,-0.3945976666666667,0.2502555833333333,0.4168665833333334,-0.099715,0.12352583333333333,0.10763927937704992,12,108.382821,14.135111129237115,12
BGP016,2005,0.5486763125,-0.56437925,-0.4095783125,0.20480062500000001,0.3924650625,-0.1129011875,0.1050788125,0.03762579991392209,16,255.790369,24.35806888802864,12
BGP016,2006,0.5446825384615385,-0.5574504615384616,-0.4500600769230769,0.14635415384615386,0.4064753076923077,-0.13895615384615384,0.099989,0.07383802058291217,13,190.211316,20.816091896817703,12
BGP016,2007,0.5014881538461539,-0.5387672307692308,-0.42986376923076924,0.14504069230769231,0.44131030769230767,-0.14526992307692307,0.1011863076923077,0.03944990829065418,13,75.908094,4.889239036249478,12
BGP016,2008,0.5969070625,-0.606108875,-0.413390875,0.261770875,0.4124495625,-0.103240375,0.1321250625,0.027832527118388545,16,181.365387,31.304389797979457,12
BGP016,2009,0.5769769166666666,-0.5919244166666666,-0.43807191666666667,0.21418108333333333,0.42671108333333335,-0.12725216666666667,0.11827058333333333,0.04632853209702578,12,94.310894,10.386603933671092,12
BGP016,2010,0.6230780625,-0.629863375,-0.438628,0.271634875,0.4224119375,-0.108540625,0.14987343749999998,0.04347740864781577,16,108.72310999999999,12.437516188420812,12
